Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior,Nivel Titulo,exterior,num_ubic,nivel_medio,nivel_senior
PHP Developer Job  In HONG KONG,PRIMEX IMMIGRATION LLP,Hong Kong,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
QA | QC Engineer  Job In NEW ZEALAND,World wide Immigration Service Llp,New Zealand,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Angular Developer  ( 2-3 Yrs )  - J48532,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,2 - 3 Years,2,3,2.5,1,1,False,medio,0,1,1,0
TPRM - A Con / Con / Manager - J48494,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,2 - 7 Years,2,7,4.5,5,1,False,senior,0,1,0,1
Field Sales,Mart2Global,Ahmedabad,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
PHP Developer Job In  MALTA,PRIMEX IMMIGRATION LLP,Unknown,8 - 13 Years,8,13,10.5,5,1,True,medio,1,1,1,0
Quantitative Trader - J48242A,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
"""network engineer""",Next Step Associates,Ahmedabad,2 - 6 Years,2,6,4.0,4,1,False,medio,0,1,1,0
BSE / FC-finance sector-orissa,LINEUP MANPOWER SOLUTIONS PRIVATE LIMTED,"Bhubaneshwar, Cuttack, Rourkela, Other City(s) in Orrisa",1 - 3 Years,1,3,2.0,2,4,False,medio,0,4,1,0
Teacher  Job In NETHERLANDS,EXOTIC EXPERT SOLUTIONS LLP,Netherlands,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Anesthesiologist ( For medical college ),Space COnsultant,Other City(s) in Uttar Pradesh,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Mechanical Engineer Overseas job,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, Canada, Germany, Netherlands",2 - 7 Years,2,7,4.5,5,4,True,medio,1,4,1,0
"""c"" , c ++",KANDPAL CONSULTANT,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Hyderabad/Secunderabad",4 - 5 Years,4,5,4.5,1,5,False,medio,0,5,1,0
Network Engineer   Job In NETHERLANDS,EXOTIC EXPERT SOLUTIONS LLP,Netherlands,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Hardware Engineer Job In MALTA,ADAL IMMIGRATIONS LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Android Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
FIX - Java developer,Element Skill,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,4,False,medio,0,4,1,0
MIS Executive | Senior MIS Analyst  Job In UAE,PRIMEX IMMIGRATION LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Sales  /  Marketing Managers,Navyah Immigration Services Private Limited,"Australia, Canada, Hong Kong, New Zealand",2 - 7 Years,2,7,4.5,5,4,True,senior,1,4,0,1
Azure Infrastructure Architect - J48247A,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,20 - 25 Years,20,25,22.5,5,1,False,senior,0,1,0,1
Network Engineer Job In  UAE,PRIMEX IMMIGRATION LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
c ++ Routing Developer,Element Skill,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,4,False,medio,0,4,1,0
Doctor  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Electrician,ASMACS,Dubai,4 - 6 Years,4,6,5.0,2,1,True,medio,1,1,1,0
Lead Analyst- Semiconductor,Element Skill,Pune,5 - 10 Years,5,10,7.5,5,1,False,senior,0,1,0,1
Microsoft Dynamics NAV / BC Techno Funcitonal Consultant - J48441,SAMPOORNA CONSULTANTS PVT LTD,Pune,8 - 13 Years,8,13,10.5,5,1,False,medio,0,1,1,0
UX | UI Designer Job In AUSTRALIA,EXOTIC EXPERT SOLUTIONS LLP,Australia,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
PHP Developer Job In UAE,PRIMEX IMMIGRATION LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Hardware Engineer  Job In  DUBAI,ADAL IMMIGRATIONS LLP,Dubai,2 - 7 Years,2,7,4.5,5,1,True,medio,1,1,1,0
Network Engineer Job In  GERMANY,PRIMEX IMMIGRATION LLP,Germany,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Team Manager,Anuj saklani,Delhi/NCR,15 - 20 Years,15,20,17.5,5,1,False,senior,0,1,0,1
"""Java Backend Developer""",KANDPAL CONSULTANT,"Delhi, Delhi/NCR",4 - 8 Years,4,8,6.0,4,2,False,medio,0,2,1,0
Hardware  Engineer  Job In NEW ZEALAND,World wide Immigration Service Llp,New Zealand,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
MIS Executive | Senior MIS Analyst  Job In HONG KONG,PRIMEX IMMIGRATION LLP,Hong Kong,4 - 8 Years,4,8,6.0,4,1,True,senior,1,1,0,1
Talent Acquisition Executive,Waytogo Consultants Pvt Ltd,Pune,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Bank Manage   Job In  MALTA,ADAL IMMIGRATIONS LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Inside sales executive,Waytogo Consultants Pvt Ltd,Hyderabad/Secunderabad,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
.net integration Lead - J48042A,SAMPOORNA CONSULTANTS PVT LTD,Chennai,8 - 13 Years,8,13,10.5,5,1,False,senior,0,1,0,1
Blockchain Engineer,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, New Zealand, Singapore",2 - 7 Years,2,7,4.5,5,3,True,medio,1,3,1,0
Lead Software Engineer -Python - J48456,SAMPOORNA CONSULTANTS PVT LTD,Chennai,5 - 9 Years,5,9,7.0,4,1,False,senior,0,1,0,1
Developer  ( Guidewire / Mulesoft ),One World,"Ahmedabad, Bengaluru / Bangalore, Chennai, Gurgaon, Mumbai",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
Warehouse Manager jobs in Canada,TALENT VAULT LLP,"Australia, Canada, New Zealand, Singapore",3 - 8 Years,3,8,5.5,5,4,True,senior,1,4,0,1
Team  Manager Job In MALTA,ADAL IMMIGRATIONS LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,True,senior,1,1,0,1
FMCG   Manager  Job In GERMANY,World wide Immigration Service Llp,Germany,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
BDE /  Marketing Analyst @ Remote - #547,EDGESYS INC.,"Ahmedabad, Bengaluru / Bangalore, Delhi/NCR, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
B2B Sales Officer,TEKPILLAR SERVICES PRIVATE LIMITED,"Amritsar, Bathinda, Chandigarh, Hoshiarpur, Jalandhar",2 - 5 Years,2,5,3.5,3,5,False,medio,0,5,1,0
Digital Marketing - J46184,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Senior Production Designer - MA - J48348,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False,senior,0,1,0,1
Senior Documentation Specialist,Horizen,Other City(s) in West Bengal,5 - 7 Years,5,7,6.0,2,1,False,senior,0,1,0,1
Network  Engineer  Job In GERMANY,World wide Immigration Service Llp,Germany,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Lab Technician Job in Abroad,TALENT VAULT LLP,"Australia, Canada, New Zealand, Singapore",4 - 9 Years,4,9,6.5,5,4,True,medio,1,4,1,0
Urgent Hiring For Gynecologist UP Agra,Space COnsultant,Other City(s) in Uttar Pradesh,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
FMCG Manager Jobs in Germany,TALENT VAULT LLP,"Australia, Canada, New Zealand, Singapore",3 - 8 Years,3,8,5.5,5,4,True,senior,1,4,0,1
Sales executive,Waytogo Consultants Pvt Ltd,Hyderabad/Secunderabad,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
FC-finance -Ranchi,LINEUP MANPOWER SOLUTIONS PRIVATE LIMTED,Ranchi,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Graphic Designer Job in Canada,EXOTIC EXPERT SOLUTIONS LLP,Canada,3 - 7 Years,3,7,5.0,4,1,True,medio,1,1,1,0
Integration Lead - J48511,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
Senior PBCS Consultant,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False,senior,0,1,0,1
PHP Developer Job In  UAE,PRIMEX IMMIGRATION LLP,Unknown,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Senior Graphic Designer,Career Job Solution,"Mumbai, Nagpur, Navi Mumbai",5 - 10 Years,5,10,7.5,5,3,False,senior,0,3,0,1
Java Developer,LDT TECHNOLOGY,Other City(s) in Punjab,6 - 10 Years,6,10,8.0,4,1,False,medio,0,1,1,0
Web Designer  Required In UNITED KINGDOM,PRIMEX IMMIGRATION LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Hardware Engineer Job In USA,ADAL IMMIGRATIONS LLP,Unknown,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
UX | UI Designer Job In  UNITED KINGDOM,EXOTIC EXPERT SOLUTIONS LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Network  Engineer  Job In SINGAPORE,World wide Immigration Service Llp,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Librarian  Job In NEW ZEALAND,EXOTIC EXPERT SOLUTIONS LLP,New Zealand,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Lab Technician  Job In CANADA,World wide Immigration Service Llp,Canada,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Purchase  Manager  Job In MALTA,World wide Immigration Service Llp,Unknown,2 - 7 Years,2,7,4.5,5,1,True,senior,1,1,0,1
Urgent opening for Business Associate Sales Position:,Osaka International,"Delhi, Mumbai, Valsad -Vapi",1 - 3 Years,1,3,2.0,2,3,False,junior,0,3,0,0
Gifting - Purchase Manager,Suresh Gopalan Acharya,Mumbai,3 - 6 Years,3,6,4.5,3,1,False,senior,0,1,0,1
Chiller Technician,ASMACS,Dubai,3 - 5 Years,3,5,4.0,2,1,True,medio,1,1,1,0
Automation Engineer- - J48501,SAMPOORNA CONSULTANTS PVT LTD,"Mumbai, Pune",4 - 7 Years,4,7,5.5,3,2,False,medio,0,2,1,0
c ++ Developer -  ( Rotational Shift )  - J48518,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Senior Consultant - System Management,LTIMindtree Ltd.,Navi Mumbai,3 - 6 Years,3,6,4.5,3,1,False,senior,0,1,0,1
SAP Time Off- Software Engineering Professional - J48438,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
SAP Business one,Options & Ideas,Kolkata,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
Remote Oracle EPM ARCS Senior Consultant,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False,senior,0,1,0,1
Hardware Engineer  Job In  MALTA,ADAL IMMIGRATIONS LLP,Unknown,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Software Engineer Job In  MALTA,ADAL IMMIGRATIONS LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Business Development Manager,TEKPILLAR SERVICES PRIVATE LIMITED,"Mumbai, Pune, Navi Mumbai, Thane",2 - 7 Years,2,7,4.5,5,4,False,senior,0,4,0,1
Librarian  Job In SINGAPORE,EXOTIC EXPERT SOLUTIONS LLP,Singapore,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Finance  Manager  Job  In  USA,PRIMEX IMMIGRATION LLP,Unknown,6 - 11 Years,6,11,8.5,5,1,False,senior,0,1,0,1
Radiologist,Space COnsultant,Other City(s) in Haryana,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
Network  Engineer  Job In LUXEMBOURG,World wide Immigration Service Llp,Unknown,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
"Punching  &  Lining operator Cum Supervisor ,  Loc- Ghana",ExponentJobs,Unknown,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Final Year Project Internship,Sparks To Ideas,"Ahmedabad, Bhavnagar, Gandhinagar, Junagarh, Rajkot",0 - 1 Years,0,1,0.5,1,5,False,junior,0,5,0,0
Prompt Engineer - Con - Bangalore - J48237,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 6 Years,4,6,5.0,2,1,False,medio,0,1,1,0
Hardware Engineer Job In USA,ADAL IMMIGRATIONS LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
UX | UI Designer Job In SINGAPORE,EXOTIC EXPERT SOLUTIONS LLP,Singapore,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
PHP Developer Job In USA,PRIMEX IMMIGRATION LLP,Unknown,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Sales  Manager  Job In GERMANY,World wide Immigration Service Llp,Germany,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Senior Graphic Designer - JH - J48350,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False,senior,0,1,0,1
DTP Operator,SAPPHIRE INDIA PUBLISHERS PVT. LTD.,Gurgaon,1 - 2 Years,1,2,1.5,1,1,False,medio,0,1,1,0
Hitachi Storage Administration,LTIMindtree Ltd.,Bengaluru / Bangalore,8 - 12 Years,8,12,10.0,4,1,False,medio,0,1,1,0
Cobol Developer,Waytogo Consultants Pvt Ltd,Kolkata,3 - 6 Years,3,6,4.5,3,1,False,medio,0,1,1,0
Senior Oracle FUSION Finance  FUNCTIONAL consultants,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",10 - 15 Years,10,15,12.5,5,5,False,senior,0,5,0,1
SAP ABAP Consultant,Aadis Jobs,Agra,3 - 8 Years,3,8,5.5,5,1,False,medio,0,1,1,0
Software Engineer  Job In USA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Haryana ( Kalayat Kaithal District ),Space COnsultant,Other City(s) in Haryana,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
MIS Executive | Senior MIS Analyst Job In Australia,CLOUD VISA IMMIGRATION LLP,Australia,3 - 8 Years,3,8,5.5,5,1,True,senior,1,1,0,1
Electronics Engineer,Sudeep Consultancy,Nasik,3 - 5 Years,3,5,4.0,2,1,False,medio,0,1,1,0
Software Developer Job in Canada,EXOTIC EXPERT SOLUTIONS LLP,Canada,3 - 7 Years,3,7,5.0,4,1,True,medio,1,1,1,0
"Spanish Language Instructor , Spanish Language Teacher",SHREE ADISHAKTHI CONSULTANCY,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False,medio,0,1,1,0
Senior Quality Assurance 3D Artist - J48227,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Chennai",6 - 11 Years,6,11,8.5,5,2,False,senior,0,2,0,1
.net  API + Azure- ( UK )  - Con- BLR - J48411,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,5 - 6 Years,5,6,5.5,1,1,False,medio,0,1,1,0
PHP Developer Required In UNITED KINGDOM,PRIMEX IMMIGRATION LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Marketing Manager,Hardicon Limited,Noida/Greater Noida,4 - 5 Years,4,5,4.5,1,1,False,senior,0,1,0,1
Customer Service Executive,Suresh Gopalan Acharya,Mumbai,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
Purchase  Manager  Job In POLAND,World wide Immigration Service Llp,Unknown,4 - 8 Years,4,8,6.0,4,1,True,senior,1,1,0,1
Sales  Manager  Job In POLAND,World wide Immigration Service Llp,Unknown,4 - 8 Years,4,8,6.0,4,1,True,senior,1,1,0,1
GM MEP PROJECTS,Suman kumar,"Chennai, Gurgaon, Pune, Ahmedabad, Bhopal",10 - 15 Years,10,15,12.5,5,5,False,senior,0,5,0,1
.net Core Developer - J48505,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,1 - 4 Years,1,4,2.5,3,1,False,medio,0,1,1,0
Backend Sales Support Executive,Waytogo Consultants Pvt Ltd,Bengaluru / Bangalore,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
SEO Executive,Techno Wise,Ahmedabad,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Sr Python Developer - J48410,SAMPOORNA CONSULTANTS PVT LTD,Chennai,8 - 13 Years,8,13,10.5,5,1,False,senior,0,1,0,1
Specialist - Package Implementation,LTIMindtree Ltd.,Chennai,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Costing Engineer,Multilink Management Consultant Pvt Ltd,Abu Dhabi,10 - 15 Years,10,15,12.5,5,1,False,medio,0,1,1,0
Network  Engineer Job In POLAND,World wide Immigration Service Llp,Unknown,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
Assistant Manager,TORRENT POWER LIMITED,Ahmedabad,10 - 12 Years,10,12,11.0,2,1,False,senior,0,1,0,1
Finance  Manager  Required In GERMANY,PRIMEX IMMIGRATION LLP,Germany,4 - 8 Years,4,8,6.0,4,1,True,senior,1,1,0,1
Area Sales Manager,TEKPILLAR SERVICES PRIVATE LIMITED,"Bikaner, Kota",1 - 5 Years,1,5,3.0,4,2,False,senior,0,2,0,1
OCI Service Reliability Engineer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False,medio,0,1,1,0
"""DIGITAL MARKETING EXECUTIVE""",AMIN MIGRATION LLP,Ahmedabad,1 - 5 Years,1,5,3.0,4,1,False,medio,0,1,1,0
Service Desk Knowledge Manager - J48409,SAMPOORNA CONSULTANTS PVT LTD,Chennai,8 - 12 Years,8,12,10.0,4,1,False,senior,0,1,0,1
Machine Learning + Python + Azure - AM -BLR - J48114,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,7 - 10 Years,7,10,8.5,3,1,False,medio,0,1,1,0
Power Platform Lead - J48436,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,8 - 10 Years,8,10,9.0,2,1,False,senior,0,1,0,1
IVR Developer,Advance Consultancy Services,Other City(s) in Saudi Arabia,6 - 11 Years,6,11,8.5,5,1,True,medio,1,1,1,0
PHP Developer Required In GERMANY,PRIMEX IMMIGRATION LLP,Germany,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Power Platform -Consultant-BLR - J47539A,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False,medio,0,1,1,0
Accountant to work in Andheri East Office,SUDHEENDRA AND COMPANY LLP,Mumbai,2 - 7 Years,2,7,4.5,5,1,False,medio,0,1,1,0
Snap Logic Developer,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, Canada, Singapore",2 - 7 Years,2,7,4.5,5,3,True,medio,1,3,1,0
"""Enterprise Cloud Architect""",SKYWALK VISA IMMIGRATION SERVICES LLP,"Canada, Singapore, UK",1 - 6 Years,1,6,3.5,5,3,True,senior,1,3,0,1
Safety Officer,Ample Leap Cognition,Pune,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
"FOUNDRY MANAGER , 8 - 10 Yr , 10 - 12 L , GHAZIABAD",Swastic Enterprises,"Ahmedabad, Delhi/NCR",10 - 12 Years,10,12,11.0,2,2,False,senior,0,2,0,1
Technical Solution Specialist  Sales Engineer - J48416,SAMPOORNA CONSULTANTS PVT LTD,Pune,7 - 12 Years,7,12,9.5,5,1,False,medio,0,1,1,0
Graphic Designer - JH - J48349,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,2 - 4 Years,2,4,3.0,2,1,False,medio,0,1,1,0
Data Scientist,SKYWALK VISA IMMIGRATION SERVICES LLP,"Canada, Germany",2 - 7 Years,2,7,4.5,5,2,True,medio,1,2,1,0
Oracle EBS Cloud Apps Technical Architect,LTIMindtree Ltd.,"Ahmedabad, Bengaluru / Bangalore, Chennai, Gurgaon, Kolkata",12 - 15 Years,12,15,13.5,3,5,False,senior,0,5,0,1
SAP PS Consultant,LTIMindtree Ltd.,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Hyderabad/Secunderabad",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
Senior Oracle FUSION SCM  FUNCTIONAL consultants,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",10 - 15 Years,10,15,12.5,5,5,False,senior,0,5,0,1
Director Business Development,Sarosh Karki,"Amreli, Dharamshala, Jammu, Mysoru / Mysore, Bhopal",10 - 15 Years,10,15,12.5,5,5,False,senior,0,5,0,1
Tech Risk and Regulatory compliance - J48393,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,4 - 9 Years,4,9,6.5,5,1,False,medio,0,1,1,0
VueJS Tech Lead,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Pune, Bhubaneshwar",10 - 15 Years,10,15,12.5,5,3,False,senior,0,3,0,1
Cable jointer,Tawakkal Manpower Services,Other City(s) in Saudi Arabia,0 - 3 Years,0,3,1.5,3,1,True,medio,1,1,1,0
Hardware Engineer Job  In POLAND,ADAL IMMIGRATIONS LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
Network  Engineer Job In MALTA,World wide Immigration Service Llp,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
UX | UI Designer Required In  SINGAPORE,EXOTIC EXPERT SOLUTIONS LLP,Singapore,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Orthopaedic required for agra,Space COnsultant,Other City(s) in Uttar Pradesh,1 - 6 Years,1,6,3.5,5,1,False,medio,0,1,1,0
"""Automation Test Architect""",LTIMindtree Ltd.,"Hyderabad/Secunderabad, Pune",8 - 12 Years,8,12,10.0,4,2,False,senior,0,2,0,1
Bank Manage   Job In UAE,ADAL IMMIGRATIONS LLP,Unknown,5 - 10 Years,5,10,7.5,5,1,True,medio,1,1,1,0
Sales  &  Marketing Engineer,Sudeep Consultancy,"Pune, Other City(s) in Maharashtra",0 - 2 Years,0,2,1.0,2,2,False,medio,0,2,1,0
"Senior Graphic Designer , Graphic Designer",Suresh Gopalan Acharya,Mumbai,5 - 10 Years,5,10,7.5,5,1,False,senior,0,1,0,1
Workday People Analytics Developer,LTIMindtree Ltd.,"Bengaluru / Bangalore, Delhi/NCR, Hyderabad/Secunderabad, Mumbai, Pune",5 - 8 Years,5,8,6.5,3,5,False,medio,0,5,1,0
UX DESIGNER JOB IN SINGAPORE,CLOUD VISA IMMIGRATION LLP,Singapore,3 - 8 Years,3,8,5.5,5,1,True,medio,1,1,1,0
Data Modelling Engineer with Azure Databricks Exp Redshift,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False,medio,0,1,1,0
.net Architect - J48506,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
.net Developer - J48514,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,1 - 3 Years,1,3,2.0,2,1,False,medio,0,1,1,0
Lead Data Engineer - J48412,SAMPOORNA CONSULTANTS PVT LTD,Chennai,8 - 13 Years,8,13,10.5,5,1,False,senior,0,1,0,1
PHP Developer Hiring For GERMANY,PRIMEX IMMIGRATION LLP,Germany,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
SAP Data Integration,eSkillport HR Services Pvt. Ltd,"Kolkata, Mumbai",8 - 12 Years,8,12,10.0,4,2,False,medio,0,2,1,0
Openings For Virtual Relationship Manager For Bank - Thane,Hy Fly Consultancy,"Hyderabad/Secunderabad, Mumbai, Pune, Navi Mumbai, Thane",1 - 6 Years,1,6,3.5,5,5,False,senior,0,5,0,1
Sales Manager Jobs in Gulf,TALENT VAULT LLP,"Australia, Canada, New Zealand, Singapore",4 - 9 Years,4,9,6.5,5,4,True,senior,1,4,0,1
ServiceNow CSM / ITSM Lead - J48395,SAMPOORNA CONSULTANTS PVT LTD,Chennai,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
Power Platform Consultant - J48437,SAMPOORNA CONSULTANTS PVT LTD,Hyderabad/Secunderabad,4 - 7 Years,4,7,5.5,3,1,False,medio,0,1,1,0
Site Merchandising Assistant - J47254A,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,5 - 8 Years,5,8,6.5,3,1,False,medio,0,1,1,0
Website and Digital Marketing Sales Executive,Reliqus,Delhi,0 - 1 Years,0,1,0.5,1,1,False,medio,0,1,1,0
Network Engineer Job In MALTA,CLOUD VISA IMMIGRATION LLP,"Canada, Singapore",3 - 8 Years,3,8,5.5,5,2,True,medio,1,2,1,0
Teacher  Job In  SINGAPORE,EXOTIC EXPERT SOLUTIONS LLP,Singapore,4 - 8 Years,4,8,6.0,4,1,True,medio,1,1,1,0
"Sales Executive , Senior Sales Executive",GLOBAL SOURCES EXHIBITIONS  EVENTS INDIA PRIVATE LIMITED,Delhi,1 - 6 Years,1,6,3.5,5,1,False,senior,0,1,0,1
DFT Engineers,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Noida/Greater Noida",6 - 11 Years,6,11,8.5,5,5,False,medio,0,5,1,0
Specialist - Software Engineering,LTIMindtree Ltd.,Bengaluru / Bangalore,8 - 12 Years,8,12,10.0,4,1,False,medio,0,1,1,0
Oracle EDI developer,LTIMindtree Ltd.,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Kolkata",5 - 10 Years,5,10,7.5,5,5,False,medio,0,5,1,0
SAP FSCM Functional consultant,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",8 - 13 Years,8,13,10.5,5,5,False,medio,0,5,1,0
Senior Network Administrator - J48400,SAMPOORNA CONSULTANTS PVT LTD,Chennai,10 - 15 Years,10,15,12.5,5,1,False,senior,0,1,0,1
Java Fullstack  ( UI Heavy )  - J48370,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,10 - 13 Years,10,13,11.5,3,1,False,medio,0,1,1,0
Project Management trainer,Shalom cadd centre,Mumbai,0 - 3 Years,0,3,1.5,3,1,False,medio,0,1,1,0
