Job Title,Company Name,Location,Experience (Years),Min Experience,Max Experience,Experiencia Media,Rango Experiencia,Num Ubicaciones,Oferta Exterior
Global Cloud Network Infra Manager - J48399,SAMPOORNA CONSULTANTS PVT LTD,Chennai,15 - 20 Years,15,20,17.5,5,1,False
SAP Ariba,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",6 - 11 Years,6,11,8.5,5,5,False
Machine LearningSenior Developer,Hucon Solutions India Pvt ltd,Hyderabad/Secunderabad,6 - 10 Years,6,10,8.0,4,1,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Bengaluru / Bangalore, Chennai",5 - 10 Years,5,10,7.5,5,2,False
Java Developer,Electrobrain modern technologies pvt ltd,"Belgaum, Bellary, Bidar",3 - 8 Years,3,8,5.5,5,3,False
SAP MDG  &  ECC,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",6 - 11 Years,6,11,8.5,5,5,False
Tableau Senior Developer,Hucon Solutions India Pvt ltd,Hyderabad/Secunderabad,6 - 10 Years,6,10,8.0,4,1,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Ahmedabad, Amreli, Anand",5 - 10 Years,5,10,7.5,5,3,False
Raw Material Sourcing Manager,Electrobrain modern technologies pvt ltd,"Mumbai, Noida/Greater Noida, Pune",8 - 10 Years,8,10,9.0,2,3,False
.net full stack + Dot net core - Consultant - BLRPUN - J47092,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 6 Years,4,6,5.0,2,1,False
SAP BODS consultant,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",6 - 11 Years,6,11,8.5,5,5,False
PHP Senior Developer,Hucon Solutions India Pvt ltd,Hyderabad/Secunderabad,6 - 10 Years,6,10,8.0,4,1,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Bhilai-Durg, Bilaspur, Raipur",5 - 10 Years,5,10,7.5,5,3,False
Network Data Admin - L2 - J48389,SAMPOORNA CONSULTANTS PVT LTD,Chennai,3 - 6 Years,3,6,4.5,3,1,False
SAP SAC Consultant,Hucon Solutions India Pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Pune",6 - 11 Years,6,11,8.5,5,5,False
SAP NATIVE HANA consultant,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Pune, Bhubaneshwar",4 - 9 Years,4,9,6.5,5,3,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Silchar, Tezpur, Tinsukia",5 - 10 Years,5,10,7.5,5,3,True
Raw Material Sourcing Manager,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Chandigarh, Faridabad",8 - 10 Years,8,10,9.0,2,5,False
AEM Developer,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Pune, Bhubaneshwar",5 - 10 Years,5,10,7.5,5,3,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Guwahati, Jorhat, Sibsagar",5 - 10 Years,5,10,7.5,5,3,False
Python Developer,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Cochin/ Kochi/ Ernakulam",8 - 12 Years,8,12,10.0,4,2,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Bongaigaon, Dhubri, Dibrugarh",5 - 10 Years,5,10,7.5,5,3,False
Cloud Database SME - J48387,SAMPOORNA CONSULTANTS PVT LTD,Chennai,8 - 12 Years,8,12,10.0,4,1,False
Teamcenter Developer,Hucon Solutions India Pvt ltd,Pune,6 - 11 Years,6,11,8.5,5,1,False
Finance  &  Accounts manager,Electrobrain modern technologies pvt ltd,"Tirupati, Vijayawada, Visakhapatnam",5 - 10 Years,5,10,7.5,5,3,False
Associate Consultant - D365 BC Finance - J48382,SAMPOORNA CONSULTANTS PVT LTD,Pune,1 - 3 Years,1,3,2.0,2,1,False
AWS Cloud Architect,Hucon Solutions India Pvt ltd,Pune,13 - 18 Years,13,18,15.5,5,1,False
Mechanical Engineer,Electrobrain modern technologies pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Delhi/NCR",3 - 8 Years,3,8,5.5,5,5,False
"Graphic Designer , Designer , Illustrator",Seabit Technologies Pvt Ltd,Kolkata,1 - 6 Years,1,6,3.5,5,1,False
"Head Finance , Finance  &  Accounts , CA-Finance",US,Mumbai,6 - 11 Years,6,11,8.5,5,1,False
MIS Executive,Anshi Immigration Private Limited,Canada,4 - 9 Years,4,9,6.5,5,1,True
Production Engineer  /  Sr. Production Manager,Suman kumar,"Gurgaon, Noida/Greater Noida, Pune, Bhubaneshwar",5 - 10 Years,5,10,7.5,5,4,False
Software Engineer Hiring For CANADA under PR visa,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
Graphic Designer settle in Canada,World Overseas immigration Consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
Mechanical  &  Physical Engineer,Electrobrain modern technologies pvt ltd,"Ahmedabad, Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False
Python Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
Computer Programmer,Vasantdada Sugar Institute,Pune,0 - 1 Years,0,1,0.5,1,1,False
Lead Flutter Devloper,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
SharePoint development Support  FullStac wit Net B'lore Mumbai,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Mumbai",10 - 15 Years,10,15,12.5,5,2,False
Data Analyst Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
React Js Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
Junior Engineer,Electrobrain modern technologies pvt ltd,"Ahmedabad, Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False
Group Head Purchase  &  SCM,Ample Leap Cognition,Pune,18 - 23 Years,18,23,20.5,5,1,False
Automation And Control Engineer,ENIGMASOFT TECHNOLOGIES PRIVATE LIMITED,Panjim/Panaji,3 - 5 Years,3,5,4.0,2,1,False
Data Analyst Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Accountant / Accounts Executive,MIAECT Pvt Ltd,Navi Mumbai,2 - 5 Years,2,5,3.5,3,1,False
Java Developer -KJMG - J48519,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,2 - 7 Years,2,7,4.5,5,1,False
Junior Accountant,Final Round,Kolkata,0 - 1 Years,0,1,0.5,1,1,False
Python Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Web Development Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
QA | QC Engineer  Job In GERMANY,World wide Immigration Service Llp,Germany,5 - 10 Years,5,10,7.5,5,1,True
Manager  /  Sr. Manager - Import Export Documentation,Suman kumar,"Delhi/NCR, Mumbai, Noida/Greater Noida, Pune, Indore",15 - 20 Years,15,20,17.5,5,5,False
"BUSINESS DEVELOPMENT  (  MEP  )  , 8 - 10 Yr , 25 - 35 L , DELHI",Swastic Enterprises,"Delhi, Delhi/NCR",8 - 12 Years,8,12,10.0,4,2,False
CAE Engineer,Electrobrain modern technologies pvt ltd,"Ahmedabad, Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",3 - 8 Years,3,8,5.5,5,5,False
AWS Solution Architect Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Senior .net Developer - VB6,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,6 - 15 Years,6,15,10.5,9,1,False
Java - Design engineer professional - J48487,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,3 - 5 Years,3,5,4.0,2,1,False
Python Developer Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False
Specialist - Quality Engineering,LTIMindtree Ltd.,Bengaluru / Bangalore,3 - 6 Years,3,6,4.5,3,1,False
Fullstack PHP CodeIgniter developer,Waytogo Consultants Pvt Ltd,Bengaluru / Bangalore,2 - 4 Years,2,4,3.0,2,1,False
Mern Stack Internship in Pune,Maxgen Technologies,"Pune, Amravati, Dhule, Sangli, Satara",0 - 1 Years,0,1,0.5,1,5,False
Mern Stack Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Hardware Engineer Job In GERMANY,ADAL IMMIGRATIONS LLP,Germany,7 - 12 Years,7,12,9.5,5,1,True
Principle Engineer,Electrobrain modern technologies pvt ltd,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Delhi/NCR",3 - 8 Years,3,8,5.5,5,5,False
OCI Architect,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Kolkata, Mumbai, Pune",15 - 20 Years,15,20,17.5,5,5,False
"Software engineer , Software Designer , Systems architect",Anavrin Adviser Pvt Ltd,"Australia, Canada, Singapore",3 - 8 Years,3,8,5.5,5,3,True
Final Year Project Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Flexcube Technical Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False
Java Developer  ( 2-4 Yrs )  - J48510,SAMPOORNA CONSULTANTS PVT LTD,Mumbai,2 - 4 Years,2,4,3.0,2,1,False
Winter Inter in cyber,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Key Accounts Manager,ANIRUDDHA ROY CHOUDHURY,"Chennai, Gurgaon, Kolkata, Mumbai",13 - 18 Years,13,18,15.5,5,4,False
Product Owner-Senior Manager - Program  &  Project Management,LTIMindtree Ltd.,Gurgaon,8 - 12 Years,8,12,10.0,4,1,False
Data  Analyst Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Senior Manager Retail Underwriting Mumbai,Client of placement company,"Mumbai, Navi Mumbai, Thane",4 - 9 Years,4,9,6.5,5,3,False
Mechanical / BOE Engineer,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Pune",3 - 8 Years,3,8,5.5,5,5,False
Python AI / ML Developer,Mart2Global,Ahmedabad,1 - 5 Years,1,5,3.0,4,1,False
Network Engineer Required In MALTA,PRIMEX IMMIGRATION LLP,Unknown,8 - 13 Years,8,13,10.5,5,1,False
Last Sem Project Internship,Sparks To Ideas,"Ahmedabad, Gandhinagar, Junagarh, Mehsana, Rajkot",0 - 1 Years,0,1,0.5,1,5,False
Java Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Bhavnagar, Junagarh, Rajkot, Surendranagar",0 - 1 Years,0,1,0.5,1,5,False
Network Engineer  Required In ABROAD,World wide Immigration Service Llp,"Dubai, Canada, Germany",2 - 7 Years,2,7,4.5,5,3,True
"Airport jobs in Aircraft Maintenance Department , Mechanical ,",sachin kumar,"Ahmedabad, Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai",0 - 3 Years,0,3,1.5,3,5,False
Project Internship,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Remote - EDMCS Specialist,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
Machine Learning Internship in Pune,Maxgen Technologies,"Pune, Jalgaon, Kolhapur, Nasik, Solapur",0 - 1 Years,0,1,0.5,1,5,False
Testing and Comissioning,eSkillport HR Services Pvt. Ltd,Bengaluru / Bangalore,2 - 5 Years,2,5,3.5,3,1,False
Graphic Designer,Seabit Media Pvt Ltd,Kolkata,0 - 3 Years,0,3,1.5,3,1,False
Delivery Management - Mobile Application - J48493,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,15 - 20 Years,15,20,17.5,5,1,False
Require Data Entry Operator work from home,Gentech Global,"Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida, Ghaziabad",0 - 1 Years,0,1,0.5,1,5,False
"Alteryx ,  Visualization ,  ETL Developer ,  Jobs IN B'lore  &  Pune",White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Pune",3 - 8 Years,3,8,5.5,5,2,False
Sales  &  Marketing - Head,Ample Leap Cognition,Pune,15 - 20 Years,15,20,17.5,5,1,False
Remote -Senior Tableau Developer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,6 - 15 Years,6,15,10.5,9,1,False
"Office Executive , ""Front Office Executive"" , Back Office Executive",ASSOCIATIVE,Pune,0 - 1 Years,0,1,0.5,1,1,False
Business Development Manager,DANUSH SYSTEMS AND SOLUTIONS,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False
Urgent hiring For banking process ( Phone banking -Voice process ),Hy Fly Consultancy,"Mumbai, Pune, Navi Mumbai, Thane",0 - 3 Years,0,3,1.5,3,4,False
QA | QC Engineer  Job In CANADA,World wide Immigration Service Llp,Canada,4 - 8 Years,4,8,6.0,4,1,True
Tech Lead,LTIMindtree Ltd.,"Hyderabad/Secunderabad, Kolkata",8 - 12 Years,8,12,10.0,4,2,False
FINANCE HEAD-FARIDABAD-REAL ESTATE,Eternal HR Services Pvt Ltd,Faridabad,10 - 15 Years,10,15,12.5,5,1,False
Final Year Project Internship,Sparks To Ideas,"Ahmedabad, Gandhinagar, Junagarh, Mehsana, Rajkot",0 - 1 Years,0,1,0.5,1,5,False
Quality Assurance,Equniox Business Solutions,Bengaluru / Bangalore,4 - 6 Years,4,6,5.0,2,1,False
Graphic Designer,Agra Products Pvt Ltd,"Delhi, Delhi/NCR, Noida/Greater Noida",2 - 5 Years,2,5,3.5,3,3,False
Software Engineer\Sr. Software Engineer - J48459,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False
Developer C  ( Kernel  )  C platform experience with linux Bangalore,White Horse Manpower Consultancy P Ltd,Bengaluru / Bangalore,5 - 10 Years,5,10,7.5,5,1,False
Software Engineer Hiring For  NEW ZEALAND,EXOTIC EXPERT SOLUTIONS LLP,New Zealand,3 - 8 Years,3,8,5.5,5,1,True
Engineering Managers,Electrobrain modern technologies pvt ltd,"Ahmedabad, Chennai, Delhi, Delhi/NCR, Gurgaon",3 - 8 Years,3,8,5.5,5,5,False
Business Analyst,Techno Wise,Ahmedabad,3 - 4 Years,3,4,3.5,1,1,False
Maximo Technical Consultant,LTIMindtree Ltd.,"Bengaluru / Bangalore, Chennai, Hyderabad/Secunderabad, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False
Full Stack Developer,Equniox Business Solutions,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False
"Content Implementation HTML ,  CSS ,  AEM6 Sanity Exp in CMS Chennai",White Horse Manpower Consultancy P Ltd,Chennai,3 - 8 Years,3,8,5.5,5,1,False
Remote -Oracle EBS Technical Consultant,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
"Computer Operator , Computer Operator / Data Entry Operator",ASSOCIATIVE,Pune,0 - 1 Years,0,1,0.5,1,1,False
Logistic Manager Hiring For DUBAI,ADAL IMMIGRATIONS LLP,Dubai,8 - 13 Years,8,13,10.5,5,1,True
HR Generalist,SKYWALK VISA IMMIGRATION SERVICES LLP,"Canada, Germany, New Zealand",4 - 9 Years,4,9,6.5,5,3,True
Java FullStack Developer,LTIMindtree Ltd.,"Chennai, Hyderabad/Secunderabad, Kolkata, Pune",4 - 7 Years,4,7,5.5,3,4,False
Network Engineer Hiring For DUBAI,ADAL IMMIGRATIONS LLP,Dubai,8 - 13 Years,8,13,10.5,5,1,True
Innovation Engineer - AI - J48457,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Chennai",3 - 5 Years,3,5,4.0,2,2,False
Live Project Internship in Ahmedabad,Sparks To Ideas,"Ajmer, Bikaner, Jaipur, Kota, Udaipur",0 - 1 Years,0,1,0.5,1,5,False
Software Integration Lead,Equniox Business Solutions,Bengaluru / Bangalore,10 - 15 Years,10,15,12.5,5,1,False
Web Developer Job in Canada,EXOTIC EXPERT SOLUTIONS LLP,Canada,3 - 7 Years,3,7,5.0,4,1,True
Web Designer  Job In DUBAI,PRIMEX IMMIGRATION LLP,Dubai,3 - 8 Years,3,8,5.5,5,1,True
Ahmedabad's internship for cyber security,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
"""Chief Security Officer""",Ample Leap Cognition,Faridabad,12 - 15 Years,12,15,13.5,3,1,False
Network Engineer,Techno Wise,Ahmedabad,1 - 5 Years,1,5,3.0,4,1,False
Wordpress Developer,Vishal Consultancy,Ahmedabad,3 - 4 Years,3,4,3.5,1,1,False
Python Internship in Ahmedabad,Maxgen Technologies,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Senior Principal - Architecture,LTIMindtree Ltd.,Hyderabad/Secunderabad,15 - 22 Years,15,22,18.5,7,1,False
Graphic Designers,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Singapore",2 - 7 Years,2,7,4.5,5,4,True
DOT NET Developer,Waytogo Consultants Pvt Ltd,Pune,3 - 7 Years,3,7,5.0,4,1,False
Python Developer,Element Skill,"Bengaluru / Bangalore, Gurgaon, Mumbai, Noida/Greater Noida, Pune",4 - 9 Years,4,9,6.5,5,5,False
Network Engineer L2 - J48287,SAMPOORNA CONSULTANTS PVT LTD,Chennai,4 - 6 Years,4,6,5.0,2,1,False
Finance Accountant,Electrobrain modern technologies pvt ltd,"Vijayawada, Visakhapatnam, Ahmedabad, Bhuj, Gandhinagar",5 - 10 Years,5,10,7.5,5,5,False
Required Flutter Developer,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
SAP Time Off- Software Engineering Professional J48438,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,3 - 8 Years,3,8,5.5,5,1,False
Java Backend Developer,LTIMindtree Ltd.,"Chennai, Hyderabad/Secunderabad, Kolkata, Pune",4 - 7 Years,4,7,5.5,3,4,False
Software Engineer  Job In GERMANY,World wide Immigration Service Llp,Germany,3 - 8 Years,3,8,5.5,5,1,True
QA | QC Engineer  Job In DUBAI,World wide Immigration Service Llp,Dubai,2 - 7 Years,2,7,4.5,5,1,True
"""Accounts executive"" , Account Assistant , Accountant",MOUNTAIN RANGE PROPERTIES and RESORTS PVT. LTD.,"Mumbai, Thane",3 - 5 Years,3,5,4.0,2,2,False
Live Project Internship in Ahmedabad,Sparks To Ideas,"Ahmedabad, Gandhinagar, Junagarh, Mehsana, Rajkot",0 - 1 Years,0,1,0.5,1,5,False
GM Finance Accounts,Electrobrain modern technologies pvt ltd,"Delhi, Delhi/NCR, Gurgaon, Mumbai, Noida/Greater Noida",5 - 10 Years,5,10,7.5,5,5,False
Internship for Flutter,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
PYTHON INTERNSHIP IN AHEMDABAD,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Software Testing internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False
Software Engineer Job In  POLAND,ADAL IMMIGRATIONS LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True
Network  Engineer  Job In MALTA,World wide Immigration Service Llp,Unknown,2 - 7 Years,2,7,4.5,5,1,True
Full Stack developer,Element Skill,"Bengaluru / Bangalore, Hyderabad/Secunderabad, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,4,False
Art Director - MA - J48369,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,8 - 13 Years,8,13,10.5,5,1,False
Production Manager  / Quality Manager,Suman kumar,"Delhi/NCR, Gurgaon, Kolkata, Mumbai, Pune",10 - 15 Years,10,15,12.5,5,5,False
UX Designer - Manager  ( IC Role ) - BLR - J48440,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Pune",10 - 14 Years,10,14,12.0,4,2,False
Test - Delivery Manager,LTIMindtree Ltd.,Kolkata,15 - 20 Years,15,20,17.5,5,1,False
QA | QC Engineer  Job In CANADA,World wide Immigration Service Llp,Canada,5 - 10 Years,5,10,7.5,5,1,True
B.Tech Project Internship in PHP,Sparks To Ideas,Ahmedabad,0 - 1 Years,0,1,0.5,1,1,False
Admin Manager  Job In GERMANY,PRIMEX IMMIGRATION LLP,Germany,3 - 8 Years,3,8,5.5,5,1,True
AngularJS Full-Stack Developer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
"Full Stack Developer , Fineos Developer , Consultant",One World,"Bengaluru / Bangalore, Chennai, Delhi/NCR, Mumbai, Pune",5 - 10 Years,5,10,7.5,5,5,False
QA | QC Engineer  Job In LUXEMBOURG,World wide Immigration Service Llp,Unknown,4 - 8 Years,4,8,6.0,4,1,True
Finance Accounting Manager,Electrobrain modern technologies pvt ltd,"Chennai, Delhi, Delhi/NCR, Noida/Greater Noida, Pune",5 - 10 Years,5,10,7.5,5,5,False
QA | QC Engineer  Job In GERMANY,World wide Immigration Service Llp,Germany,3 - 8 Years,3,8,5.5,5,1,True
Accessibility Test Lead,Hucon Solutions India Pvt ltd,"Bengaluru / Bangalore, Pune, Bhubaneshwar",5 - 10 Years,5,10,7.5,5,3,False
Nodejs developer,Proconnxt,Chennai,5 - 7 Years,5,7,6.0,2,1,False
Finance Accounts Executive,Electrobrain modern technologies pvt ltd,"Chennai, Delhi, Delhi/NCR, Noida/Greater Noida, Pune",5 - 10 Years,5,10,7.5,5,5,False
"Aeronautical engineering , Mechanical engineer , Design Engineer",sachin kumar,"Pondicherry/Puducherry, Visakhapatnam, Rajkot, Cochin/ Kochi/ Ernakulam, Navi Mumbai",1 - 6 Years,1,6,3.5,5,5,False
NET Fullstake developer with Migration of MVC To Core Net,White Horse Manpower Consultancy P Ltd,"Bengaluru / Bangalore, Chennai, Pune",8 - 13 Years,8,13,10.5,5,3,False
Web Designer  Job  In DUBAI,PRIMEX IMMIGRATION LLP,Dubai,3 - 8 Years,3,8,5.5,5,1,True
Senior SAP Associates,Navyah Immigration Services Private Limited,"Dubai, Australia, Canada, Singapore",2 - 5 Years,2,5,3.5,3,4,True
Customer Service Executive - Mutual Fund Co Payrolll,Hy Fly Consultancy,"Mumbai, Pune, Navi Mumbai, Thane",0 - 3 Years,0,3,1.5,3,4,False
Senior .net Backend  /  Full Stack Developers,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False
"social media executive , video editor",Orbex Technologies Private Limited,"Delhi, Delhi/NCR, Gurgaon",0 - 3 Years,0,3,1.5,3,3,False
Junior .net Developer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False
Hardware Engineer  Job In  SINGAPORE,ADAL IMMIGRATIONS LLP,Singapore,5 - 10 Years,5,10,7.5,5,1,True
Computer Science Engineer jobs in Canada - Australia,Srv global consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
Remote - Senior CNC Implementation Consultant,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,7 - 15 Years,7,15,11.0,8,1,False
QA / QC Engineer Job In USA,CLOUD VISA IMMIGRATION LLP,Unknown,3 - 8 Years,3,8,5.5,5,1,True
"Finance ,  Accounts  &  Costing",Electrobrain modern technologies pvt ltd,"Chennai, Delhi, Delhi/NCR, Gurgaon, Noida/Greater Noida",5 - 10 Years,5,10,7.5,5,5,False
Accountant,SKYWALK VISA IMMIGRATION SERVICES LLP,"Australia, Canada, Singapore",2 - 7 Years,2,7,4.5,5,3,True
MANAGER – PLANNING  &  BILLING,Suman kumar,"Ahmedabad, Bengaluru / Bangalore, Chennai, Delhi, Hyderabad/Secunderabad",8 - 10 Years,8,10,9.0,2,5,False
"Software Engineer , SEO Specialist",GigKafe.LLC Brand VLearnNow,"Ahmedabad, Bengaluru / Bangalore, Delhi/NCR, Kolkata",5 - 10 Years,5,10,7.5,5,4,False
Node Js Internship in Ahmedabad,Maxgen Technologies,"Ahmedabad, Anand, Gandhinagar, Mehsana, Surat",0 - 1 Years,0,1,0.5,1,5,False
Sales Manager | Cluster Manager,LINEUP MANPOWER SOLUTIONS PRIVATE LIMTED,"Kolkata, Bhubaneshwar, Cuttack, Asansol, Durgapur",1 - 3 Years,1,3,2.0,2,5,False
B.tech Project Internship,Sparks To Ideas,"Ahmedabad, Anand, Bhavnagar, Gandhinagar, Junagarh",0 - 1 Years,0,1,0.5,1,5,False
Remote - Azure DevOps Engineer,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False
Java Backend Developer  ( 39041 )  - J48405,SAMPOORNA CONSULTANTS PVT LTD,Bengaluru / Bangalore,4 - 7 Years,4,7,5.5,3,1,False
PHP Developer Job  In  DUBAI,PRIMEX IMMIGRATION LLP,Dubai,2 - 7 Years,2,7,4.5,5,1,True
Head System Engineer jobs in Canada - Australia -  Germany,Srv global consultancy Pvt Ltd,"Australia, Canada",2 - 7 Years,2,7,4.5,5,2,True
Technology Specialist  /  Architect - J48374,SAMPOORNA CONSULTANTS PVT LTD,"Bengaluru / Bangalore, Chennai",12 - 17 Years,12,17,14.5,5,2,False
"HR MANAGER  , 5 - 10 Yr , 30 - 40 K , GHAZIABAD",Swastic Enterprises,"Delhi/NCR, Noida/Greater Noida",5 - 10 Years,5,10,7.5,5,2,False
Senior Appian Developer / Lead / Architect,TALPRO INDIA PRIVATE LIMITED,Bengaluru / Bangalore,5 - 15 Years,5,15,10.0,10,1,False
"PHP Developer , Php Programmer , ""Full Stack PHP Developer""",Peopleplease Consulting,Mumbai,1 - 5 Years,1,5,3.0,4,1,False
